post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral
SM_100440,TikTok,image,Lifestyle,fr,Pakistan,2024-04-18 00:00:00,#fyp #trending,2621520,174768,23176,86366,0.1085,-0.754,1
SM_100441,YouTube Shorts,image,Sports,es,Pakistan,2024-03-07 00:00:00,#fyp #music #ai #news,2980287,175311,48718,29735,0.0851,-0.631,1
SM_100442,X,carousel,Sports,fr,Pakistan,2024-12-29 00:00:00,#ai #funny #tech #viral,6752732,482338,18748,48369,0.0814,-0.63,1
SM_100443,TikTok,image,Sports,ur,Brazil,2024-04-07 00:00:00,#ai #fyp #tech,1318185,119835,24616,12150,0.1188,0.631,0
SM_100444,Instagram,image,Education,en,US,2024-01-11 00:00:00,#music #funny,5809874,414991,5500,42669,0.0797,-0.775,1
SM_100445,X,carousel,Lifestyle,en,Brazil,2024-09-07 00:00:00,#ai #funny #news,2295904,88304,15227,65430,0.0736,0.03,1
SM_100446,X,image,Entertainment,fr,Pakistan,2024-08-15 00:00:00,#news #fyp #music #viral,1827891,140607,28557,52250,0.1211,0.293,0
SM_100447,YouTube Shorts,text,Entertainment,fr,India,2024-11-03 00:00:00,#funny #tech #fyp #music,5462842,390203,10622,75389,0.0872,0.8,1
SM_100448,YouTube Shorts,carousel,Education,en,US,2024-02-12 00:00:00,#music #news,956824,119603,35998,34085,0.1982,-0.45,0
SM_100449,TikTok,video,Education,es,India,2024-04-25 00:00:00,#viral #music #funny #trending,4940562,449142,36456,7228,0.0998,0.335,1
SM_100450,TikTok,video,Lifestyle,hi,US,2024-06-07 00:00:00,#fyp #trending #viral,4590950,327925,37783,81572,0.0974,-0.096,1
SM_100451,Instagram,carousel,Politics,en,Brazil,2024-12-13 00:00:00,#tech #funny,1302185,260437,26165,17634,0.2336,-0.567,0
SM_100452,TikTok,text,Entertainment,fr,US,2024-05-01 00:00:00,#fyp #trending #tech #news,442836,49204,41626,77232,0.3795,0.284,0
SM_100453,YouTube Shorts,text,Sports,es,US,2024-07-15 00:00:00,#fyp #funny,2473905,164927,40395,23712,0.0926,-0.536,1
SM_100454,X,video,Politics,es,Pakistan,2024-04-04 00:00:00,#music #funny #viral,4593165,158385,39425,57785,0.0556,0.976,1
SM_100455,Instagram,video,Entertainment,en,India,2024-07-01 00:00:00,#news #trending #ai,8242564,374662,4363,65109,0.0539,-0.191,1
SM_100456,Instagram,image,Education,es,UK,2024-12-24 00:00:00,#fyp #funny,5530629,425433,23169,31911,0.0869,0.385,1
SM_100457,YouTube Shorts,image,Lifestyle,hi,Pakistan,2024-02-29 00:00:00,#music #viral #fyp,3484980,193610,44316,29372,0.0767,-0.792,1
SM_100458,YouTube Shorts,video,Education,fr,UK,2024-05-11 00:00:00,#trending #news #funny #ai,4520351,410941,33898,76330,0.1153,0.545,1
SM_100459,TikTok,image,Lifestyle,ur,US,2024-08-05 00:00:00,#funny #viral #news,86961,12423,45804,73380,1.5134,-0.198,0
SM_100460,TikTok,text,Sports,en,US,2024-02-01 00:00:00,#tech #news #ai #funny,601964,54724,10111,68009,0.2207,-0.861,0
SM_100461,X,video,Entertainment,fr,UK,2024-04-06 00:00:00,#fyp #viral,651060,72340,3718,70588,0.2252,-0.86,0
SM_100462,TikTok,text,Politics,es,Brazil,2024-06-27 00:00:00,#ai #music,1625124,135427,14489,56550,0.127,0.302,0
SM_100463,Instagram,text,Entertainment,hi,UK,2024-12-09 00:00:00,#fyp #news #funny,3497193,499599,35201,45114,0.1658,-0.619,1
SM_100464,TikTok,video,Politics,fr,UK,2024-04-01 00:00:00,#fyp #tech #music #trending #ai,2789955,398565,19206,58577,0.1707,0.461,1
SM_100465,X,image,Politics,en,Pakistan,2024-06-14 00:00:00,#funny #tech #music,5049712,315607,32012,662,0.069,-0.822,1
SM_100466,TikTok,text,Lifestyle,fr,Brazil,2024-12-22 00:00:00,#tech #ai #viral,815632,42928,48609,10527,0.1251,-0.598,0
SM_100467,Instagram,text,Politics,hi,US,2024-12-10 00:00:00,#viral #ai #fyp,7611079,262451,35438,88734,0.0508,0.644,1
SM_100468,X,text,Politics,en,UK,2024-04-20 00:00:00,#trending #viral #ai #funny,1099504,68719,29333,46480,0.1315,0.962,0
SM_100469,YouTube Shorts,video,Sports,es,US,2024-10-11 00:00:00,#funny #viral #news #fyp,2412742,141926,34452,81438,0.1069,-0.76,1
SM_100470,YouTube Shorts,image,Technology,es,India,2024-03-19 00:00:00,#trending #music #news #ai,1683846,187094,48236,29302,0.1572,0.474,0
SM_100471,YouTube Shorts,video,Lifestyle,en,UK,2024-05-28 00:00:00,#fyp #funny,5622607,193883,41328,18753,0.0452,0.343,1
SM_100472,YouTube Shorts,image,Lifestyle,ur,Brazil,2024-03-28 00:00:00,#trending #viral,1734804,144567,20426,56274,0.1275,0.511,0
SM_100473,X,text,Entertainment,hi,Brazil,2024-09-02 00:00:00,#funny #tech #news #ai #trending,1200680,120068,11028,10700,0.1181,-0.681,0
SM_100474,X,video,Education,fr,India,2024-01-21 00:00:00,#fyp #news,2607286,118513,16168,5783,0.0539,-0.317,1
SM_100475,YouTube Shorts,video,Technology,hi,US,2024-09-21 00:00:00,#trending #ai,6249500,215500,49497,35586,0.0481,0.108,1
SM_100476,Instagram,text,Entertainment,fr,UK,2024-03-18 00:00:00,#trending #funny #tech #news,12107610,448430,38072,42686,0.0437,0.885,1
SM_100477,X,image,Technology,en,Brazil,2024-02-12 00:00:00,#news #ai #trending #tech,1373043,196149,37179,90374,0.2358,0.573,0
SM_100478,Instagram,carousel,Sports,ur,Pakistan,2024-12-09 00:00:00,#news #music #funny,94338,10482,4442,70972,0.9105,-0.218,0
SM_100479,Instagram,text,Technology,fr,UK,2024-06-16 00:00:00,#trending #viral #fyp #ai,3270162,233583,31987,98865,0.1114,0.079,1
SM_100480,TikTok,carousel,Lifestyle,fr,US,2024-01-28 00:00:00,#ai #tech #news,2451904,87568,34599,76958,0.0812,0.065,1
SM_100481,TikTok,image,Lifestyle,hi,UK,2024-11-13 00:00:00,#music #ai #tech #news #fyp,9329620,466481,8330,52291,0.0565,-0.576,1
SM_100482,Instagram,text,Lifestyle,hi,US,2024-07-21 00:00:00,#tech #funny #news,1014025,40561,8269,78223,0.1253,-0.954,0
SM_100483,X,video,Sports,es,Pakistan,2024-09-13 00:00:00,#news #fyp #funny,9888340,449470,20614,52131,0.0528,0.915,1
SM_100484,YouTube Shorts,video,Technology,ur,UK,2024-11-27 00:00:00,#ai #tech #trending #viral #funny,5406209,186421,48900,94474,0.061,0.15,1
SM_100485,X,image,Sports,hi,Brazil,2024-09-21 00:00:00,#ai #tech,8227008,457056,29989,73823,0.0682,-0.722,1
SM_100486,X,video,Sports,en,India,2024-01-11 00:00:00,#viral #funny #tech,7039176,293299,37690,73966,0.0575,0.005,1
SM_100487,YouTube Shorts,carousel,Politics,es,UK,2024-05-26 00:00:00,#tech #funny #fyp,7555276,444428,23434,50201,0.0686,-0.265,1
SM_100488,Instagram,carousel,Education,ur,UK,2024-02-05 00:00:00,#news #fyp,7111583,245227,35737,17348,0.0419,-0.535,1
SM_100489,X,carousel,Education,es,Pakistan,2024-08-07 00:00:00,#funny #tech #fyp,683536,40208,23568,7968,0.105,0.873,0
SM_100490,YouTube Shorts,image,Education,hi,US,2024-06-30 00:00:00,#music #trending #viral,424185,28279,35267,78214,0.3342,0.239,0
SM_100491,X,carousel,Politics,es,Pakistan,2024-05-15 00:00:00,#music #viral #fyp #ai #trending,5397065,234655,27291,72147,0.0619,0.129,1
SM_100492,Instagram,text,Sports,es,Brazil,2024-12-19 00:00:00,#fyp #tech #ai #trending #news,645195,43013,31502,55678,0.2018,0.509,0
SM_100493,Instagram,image,Education,en,UK,2024-05-11 00:00:00,#ai #fyp #funny,13105206,485378,30163,25033,0.0412,-0.522,1
SM_100494,X,carousel,Education,hi,UK,2024-03-28 00:00:00,#fyp #tech #funny,2897388,160966,5453,50332,0.0748,-0.798,1
SM_100495,YouTube Shorts,carousel,Politics,ur,Pakistan,2024-07-22 00:00:00,#viral #music #funny,779672,97459,23296,41569,0.2082,0.266,0
SM_100496,TikTok,video,Politics,en,India,2024-07-02 00:00:00,#viral #music #tech #ai,604153,54923,23317,43109,0.2009,-0.558,0
SM_100497,Instagram,video,Entertainment,fr,India,2024-12-28 00:00:00,#news #music #fyp,2000000,200000,41784,98724,0.1703,-0.148,0
SM_100498,X,image,Politics,es,India,2024-03-29 00:00:00,#trending #viral #news #music,2861166,408738,42473,32372,0.169,-0.264,1
SM_100499,Instagram,text,Technology,hi,US,2024-01-13 00:00:00,#fyp #news #ai #viral,3178549,288959,27610,99854,0.131,0.467,1
SM_100500,TikTok,image,Entertainment,hi,Pakistan,2024-10-13 00:00:00,#viral #tech #ai #news #fyp,2064771,76473,3721,61950,0.0688,-0.168,1
SM_100501,TikTok,image,Entertainment,en,UK,2024-12-19 00:00:00,#ai #news,2247950,89918,6553,73295,0.0755,0.521,1
SM_100502,Instagram,carousel,Sports,es,US,2024-01-05 00:00:00,#funny #fyp #ai #music #viral,531985,106397,5547,91013,0.3815,-0.353,0
SM_100503,TikTok,video,Education,fr,US,2024-09-18 00:00:00,#viral #trending #tech,8039925,321597,24822,56533,0.0501,0.603,1
SM_100504,TikTok,carousel,Sports,hi,Pakistan,2024-02-12 00:00:00,#music #tech #viral #news #trending,9381456,446736,676,164,0.0477,-0.781,1
SM_100505,TikTok,image,Politics,es,Pakistan,2024-07-07 00:00:00,#ai #viral,11591175,463647,10639,4799,0.0413,0.689,1
SM_100506,YouTube Shorts,image,Education,es,India,2024-10-27 00:00:00,#music #news #viral,2066640,258330,29305,89882,0.1827,0.729,1
SM_100507,X,text,Technology,en,India,2024-10-23 00:00:00,#news #viral,3596772,299731,28416,33362,0.1005,0.621,1
SM_100508,YouTube Shorts,video,Entertainment,es,US,2024-11-24 00:00:00,#ai #funny,2906240,290624,26040,30621,0.1195,-0.215,1
SM_100509,YouTube Shorts,carousel,Lifestyle,fr,UK,2024-04-06 00:00:00,#ai #viral #tech #news #music,4099473,195213,43409,53353,0.0712,0.317,1
SM_100510,TikTok,video,Politics,fr,Pakistan,2024-01-05 00:00:00,#funny #tech,7055600,352780,39045,64642,0.0647,-0.491,1
SM_100511,Instagram,video,Technology,ur,UK,2024-02-22 00:00:00,#fyp #trending,2643228,220269,24822,20282,0.1004,-0.077,1
SM_100512,YouTube Shorts,text,Education,es,UK,2024-01-22 00:00:00,#fyp #news #viral #tech,10139428,389978,27430,28603,0.044,0.273,1
SM_100513,Instagram,video,Entertainment,fr,US,2024-06-15 00:00:00,#viral #trending #news #ai,4870854,180402,8085,7100,0.0402,0.037,1
SM_100514,TikTok,video,Entertainment,en,Brazil,2024-05-24 00:00:00,#news #funny #trending #fyp #viral,1549152,96822,47689,30112,0.1127,0.024,0
SM_100515,X,video,Education,fr,US,2024-03-27 00:00:00,#music #news,2681184,223432,41996,70477,0.1253,-0.83,1
SM_100516,X,video,Entertainment,ur,Brazil,2024-07-31 00:00:00,#fyp #trending #music #tech,1463490,63630,36229,7789,0.0736,-0.857,0
SM_100517,X,image,Technology,hi,UK,2024-02-02 00:00:00,#ai #fyp,2426760,101115,11285,83589,0.0808,0.475,1
SM_100518,YouTube Shorts,text,Education,es,Brazil,2024-09-15 00:00:00,#viral #ai,6572595,438173,10147,48356,0.0756,0.941,1
SM_100519,YouTube Shorts,image,Lifestyle,ur,US,2024-04-20 00:00:00,#ai #trending #fyp #viral #funny,5400538,234806,38283,64028,0.0624,-0.652,1
SM_100520,X,video,Education,es,UK,2024-08-23 00:00:00,#tech #music #news #trending #viral,420784,30056,41737,76296,0.3519,-0.958,0
SM_100521,TikTok,image,Sports,en,Brazil,2024-12-30 00:00:00,#trending #tech #funny,946980,78915,39284,23889,0.15,0.538,0
SM_100522,X,carousel,Lifestyle,hi,US,2024-09-07 00:00:00,#fyp #trending,2431924,127996,35149,52162,0.0885,-0.589,1
SM_100523,Instagram,image,Lifestyle,es,US,2024-01-31 00:00:00,#viral #fyp #ai,3753576,208532,32130,6980,0.066,-0.861,1
SM_100524,YouTube Shorts,text,Technology,es,Brazil,2024-09-03 00:00:00,#news #fyp #ai,10369832,471356,20674,6911,0.0481,-0.356,1
SM_100525,Instagram,carousel,Sports,hi,US,2024-03-12 00:00:00,#funny #news #ai,5747796,478983,25232,5979,0.0888,-0.772,1
SM_100526,YouTube Shorts,image,Sports,en,India,2024-01-13 00:00:00,#ai #tech,4605120,230256,42681,39072,0.0678,0.624,1
SM_100527,X,carousel,Politics,es,Pakistan,2024-07-14 00:00:00,#ai #funny,6407730,457695,29926,57867,0.0851,-0.323,1
SM_100528,TikTok,text,Lifestyle,ur,US,2024-01-21 00:00:00,#ai #trending #funny #news,5870735,451595,23958,26807,0.0856,-0.256,1
SM_100529,YouTube Shorts,video,Politics,en,US,2024-08-30 00:00:00,#viral #music #news,7824908,300958,49150,77426,0.0546,-0.452,1
SM_100530,YouTube Shorts,text,Technology,hi,US,2024-03-08 00:00:00,#trending #music #fyp,9374961,407607,46809,76972,0.0567,0.774,1
SM_100531,X,video,Entertainment,hi,India,2024-12-23 00:00:00,#fyp #music #news #funny #tech,6828057,252891,12263,30842,0.0433,0.759,1
SM_100532,X,video,Politics,hi,Brazil,2024-11-10 00:00:00,#fyp #ai #funny #music #tech,943575,37743,43955,56850,0.1468,0.51,0
SM_100533,TikTok,text,Lifestyle,ur,Brazil,2024-12-01 00:00:00,#tech #viral #news #trending,6980976,387832,16002,79752,0.0693,0.457,1
SM_100534,TikTok,video,Entertainment,es,India,2024-04-24 00:00:00,#ai #funny #tech #fyp #news,5172150,344810,29339,14572,0.0752,-0.36,1
SM_100535,X,video,Lifestyle,hi,US,2024-03-14 00:00:00,#ai #fyp,1510730,58105,20719,58713,0.091,0.079,0
SM_100536,X,video,Education,es,Pakistan,2024-03-18 00:00:00,#funny #ai,4502000,180080,19926,13058,0.0473,0.452,1
SM_100537,X,text,Technology,en,UK,2024-10-02 00:00:00,#viral #funny #music #news,2964570,156030,48694,44639,0.0841,0.012,1
SM_100538,YouTube Shorts,text,Politics,fr,India,2024-06-06 00:00:00,#news #ai #funny #viral,537342,20667,29744,57805,0.2014,0.084,0
SM_100539,TikTok,image,Entertainment,en,US,2024-10-25 00:00:00,#fyp #funny #ai #viral,1751360,67360,1381,8707,0.0442,0.13,0
SM_100540,Instagram,image,Lifestyle,en,US,2024-11-15 00:00:00,#ai #funny #music #viral #news,2924544,182784,29730,5927,0.0747,0.273,1
SM_100541,YouTube Shorts,carousel,Sports,es,Brazil,2024-06-26 00:00:00,#trending #viral #tech #music,678564,56547,36073,29807,0.1804,-0.077,0
SM_100542,TikTok,video,Sports,hi,UK,2024-04-30 00:00:00,#viral #funny #ai #fyp #news,2098827,233203,22661,55148,0.1482,0.763,1
SM_100543,TikTok,carousel,Technology,hi,Brazil,2024-09-27 00:00:00,#ai #news #tech,4214434,301031,48236,62947,0.0978,0.315,1
SM_100544,Instagram,carousel,Technology,hi,US,2024-11-13 00:00:00,#trending #fyp #music,1226808,68156,3086,34197,0.0859,0.232,0
SM_100545,X,image,Lifestyle,ur,UK,2024-04-27 00:00:00,#ai #viral,3133400,156670,11334,31657,0.0637,0.568,1
SM_100546,TikTok,text,Technology,ur,Pakistan,2024-03-10 00:00:00,#viral #music #funny #news,1642690,117335,19368,47702,0.1123,0.522,0
SM_100547,TikTok,carousel,Technology,hi,UK,2024-01-24 00:00:00,#music #fyp #trending #viral,2555586,141977,35856,26833,0.0801,-0.595,1
SM_100548,TikTok,video,Sports,fr,India,2024-07-23 00:00:00,#news #music,6770808,282117,40377,89465,0.0608,-0.346,1
SM_100549,X,carousel,Sports,hi,UK,2024-12-09 00:00:00,#viral #news #trending #funny,3623260,362326,24291,5111,0.1081,0.753,1
SM_100550,Instagram,image,Technology,hi,India,2024-08-01 00:00:00,#viral #fyp #funny #news #music,2758888,344861,34952,9597,0.1411,0.444,1
SM_100551,Instagram,image,Entertainment,en,Brazil,2024-07-18 00:00:00,#music #fyp,3378771,375419,1018,23706,0.1184,0.326,1
SM_100552,Instagram,video,Sports,hi,US,2024-12-19 00:00:00,#viral #tech #news #music,2937438,209817,2028,59797,0.0925,0.239,1
SM_100553,YouTube Shorts,text,Politics,ur,UK,2024-02-26 00:00:00,#viral #news #music #fyp #funny,2503080,104295,33853,37805,0.0703,-0.195,1
SM_100554,X,image,Technology,es,UK,2024-09-02 00:00:00,#fyp #viral #ai #trending,477393,68199,36065,94734,0.4168,-0.87,0
SM_100555,TikTok,carousel,Entertainment,en,US,2024-10-13 00:00:00,#tech #fyp,2861256,119219,23230,95287,0.0831,0.121,1
SM_100556,YouTube Shorts,text,Entertainment,en,UK,2024-05-13 00:00:00,#funny #tech #music,8895062,404321,43548,65698,0.0577,0.204,1
SM_100557,TikTok,image,Politics,fr,Brazil,2024-11-28 00:00:00,#viral #news #music,8170542,453919,28736,68927,0.0675,-0.702,1
SM_100558,YouTube Shorts,video,Lifestyle,fr,US,2024-12-11 00:00:00,#viral #fyp #trending #music #ai,4431310,443131,42097,62540,0.1236,-0.58,1
SM_100559,TikTok,video,Entertainment,fr,UK,2024-06-29 00:00:00,#music #funny #viral #tech,4934540,246727,48836,10259,0.062,-0.253,1
SM_100560,Instagram,video,Politics,fr,US,2024-04-15 00:00:00,#funny #music,7228251,267713,28859,6257,0.0419,-0.528,1
SM_100561,X,image,Sports,es,Brazil,2024-06-29 00:00:00,#trending #tech #music #viral #funny,6866182,361378,1656,50289,0.0602,0.997,1
SM_100562,YouTube Shorts,text,Politics,fr,UK,2024-01-13 00:00:00,#news #fyp #music #ai,169435,33887,21626,75565,0.7736,-0.158,0
SM_100563,YouTube Shorts,text,Sports,fr,India,2024-05-11 00:00:00,#trending #fyp #music,5629605,296295,49816,30448,0.0669,-0.763,1
SM_100564,YouTube Shorts,text,Lifestyle,hi,Pakistan,2024-12-10 00:00:00,#viral #fyp,7400295,493353,30259,84046,0.0821,0.48,1
SM_100565,X,carousel,Entertainment,ur,US,2024-04-09 00:00:00,#trending #funny #fyp #ai #news,49994,3571,41801,95805,2.8239,-0.331,0
SM_100566,X,image,Education,es,India,2024-08-25 00:00:00,#trending #ai #tech,8228064,316464,46703,93809,0.0555,-0.454,1
SM_100567,Instagram,image,Entertainment,ur,India,2024-02-23 00:00:00,#trending #music #viral,1222956,53172,24575,83821,0.1321,0.881,0
SM_100568,YouTube Shorts,text,Entertainment,es,UK,2024-05-31 00:00:00,#fyp #trending #music #viral #ai,1919787,83469,25127,70554,0.0933,-0.246,0
SM_100569,X,video,Technology,es,UK,2024-01-04 00:00:00,#trending #tech #funny,5675103,270243,22441,42964,0.0591,-0.13,1
SM_100570,X,video,Politics,es,India,2024-12-24 00:00:00,#ai #fyp,3348760,418595,43368,26202,0.1458,-0.9,1
SM_100571,Instagram,text,Sports,ur,UK,2024-03-10 00:00:00,#tech #trending #fyp #ai,12598040,449930,5110,94849,0.0436,0.459,1
SM_100572,Instagram,carousel,Education,ur,Brazil,2024-06-22 00:00:00,#viral #funny,686736,42921,13498,17070,0.107,-0.729,0
SM_100573,YouTube Shorts,video,Entertainment,fr,India,2024-07-19 00:00:00,#trending #tech,4027578,138882,1624,13976,0.0384,0.913,1
SM_100574,Instagram,image,Technology,ur,Pakistan,2024-12-30 00:00:00,#music #fyp #news,6637582,474113,1436,74604,0.0829,-0.436,1
SM_100575,YouTube Shorts,video,Entertainment,fr,India,2024-11-24 00:00:00,#fyp #viral #trending,12643749,468287,37771,163,0.04,0.813,1
SM_100576,TikTok,text,Lifestyle,fr,Pakistan,2024-05-11 00:00:00,#trending #viral,3852862,148187,32596,93584,0.0712,-0.142,1
SM_100577,Instagram,carousel,Politics,en,Brazil,2024-05-10 00:00:00,#trending #ai #tech,4322240,270140,32977,49734,0.0816,-0.687,1
SM_100578,TikTok,image,Lifestyle,es,US,2024-06-15 00:00:00,#trending #viral #fyp #ai #tech,5887002,267591,30319,2644,0.0511,0.813,1
SM_100579,TikTok,text,Technology,ur,India,2024-09-15 00:00:00,#news #music,8054376,366108,15897,47300,0.0533,-0.178,1
SM_100580,TikTok,image,Politics,ur,US,2024-07-31 00:00:00,#funny #fyp,6411160,228970,31363,14290,0.0428,0.097,1
SM_100581,YouTube Shorts,carousel,Sports,hi,US,2024-11-02 00:00:00,#ai #music,3520314,251451,11923,65429,0.0934,0.656,1
SM_100582,Instagram,text,Sports,fr,Pakistan,2024-10-18 00:00:00,#trending #viral,14371791,495579,45956,22670,0.0393,-0.011,1
SM_100583,Instagram,image,Education,en,UK,2024-05-15 00:00:00,#viral #music,2268216,252024,28233,34522,0.1388,0.131,1
SM_100584,TikTok,carousel,Technology,fr,Brazil,2024-07-20 00:00:00,#trending #music #ai,4489056,280566,22365,62293,0.0814,-0.301,1
SM_100585,TikTok,video,Technology,fr,Pakistan,2024-08-16 00:00:00,#trending #music #viral,8819500,352780,6309,7346,0.0415,-0.549,1
SM_100586,TikTok,carousel,Entertainment,es,UK,2024-07-24 00:00:00,#funny #viral #trending #tech,13010463,481869,15357,33366,0.0408,0.09,1
SM_100587,Instagram,image,Technology,fr,US,2024-02-01 00:00:00,#fyp #ai,1239522,206587,32321,98877,0.2725,-0.192,0
SM_100588,X,text,Politics,fr,India,2024-01-12 00:00:00,#trending #ai #news,7298668,280718,46765,55719,0.0525,0.098,1
SM_100589,YouTube Shorts,text,Politics,ur,Pakistan,2024-06-01 00:00:00,#news #trending,6446790,460485,12490,69185,0.0841,-0.668,1
SM_100590,Instagram,video,Entertainment,ur,Brazil,2024-02-14 00:00:00,#music #trending,1169798,83557,14362,68674,0.1424,-0.075,0
SM_100591,YouTube Shorts,video,Politics,fr,Brazil,2024-11-18 00:00:00,#ai #tech,1058321,96211,12727,12925,0.1151,0.091,0
SM_100592,YouTube Shorts,text,Education,hi,Pakistan,2024-05-07 00:00:00,#tech #fyp #news #ai #music,1038394,74171,24492,30652,0.1245,0.956,0
SM_100593,YouTube Shorts,carousel,Entertainment,en,Brazil,2024-01-31 00:00:00,#fyp #ai #viral #tech #music,2098866,190806,34627,10801,0.1126,0.744,1
SM_100594,YouTube Shorts,carousel,Technology,ur,Pakistan,2024-04-22 00:00:00,#fyp #ai #trending,4945848,206077,9288,30574,0.0497,0.039,1
SM_100595,Instagram,text,Entertainment,ur,US,2024-02-10 00:00:00,#music #ai,3861313,203227,10988,96469,0.0805,0.759,1
SM_100596,X,image,Politics,en,India,2024-05-30 00:00:00,#music #ai #news #fyp #tech,5307315,408255,786,56701,0.0878,0.12,1
SM_100597,YouTube Shorts,text,Politics,en,UK,2024-07-29 00:00:00,#trending #music #funny #news #fyp,4791724,171133,29123,81817,0.0589,-0.072,1
SM_100598,YouTube Shorts,text,Lifestyle,en,Brazil,2024-03-13 00:00:00,#news #viral #tech #ai #music,2437722,174123,25648,23649,0.0917,-0.004,1
SM_100599,X,text,Sports,en,Pakistan,2024-04-05 00:00:00,#funny #viral,619237,21353,48568,26391,0.1555,-0.205,0
SM_100600,YouTube Shorts,carousel,Education,en,UK,2024-12-29 00:00:00,#music #trending,2390850,103950,32663,6853,0.06,-0.609,1
SM_100601,Instagram,image,Technology,en,India,2024-01-30 00:00:00,#ai #news #fyp,4344483,334191,49164,51708,0.1001,0.155,1
SM_100602,YouTube Shorts,text,Education,es,UK,2024-09-28 00:00:00,#music #news #tech,3403608,261816,7244,6711,0.081,-0.208,1
SM_100603,Instagram,video,Education,fr,US,2024-03-02 00:00:00,#news #ai #trending,4821410,219155,2290,37992,0.0538,-0.684,1
SM_100604,Instagram,carousel,Entertainment,ur,UK,2024-04-04 00:00:00,#tech #funny #trending #ai #viral,2534730,422455,19914,77068,0.2049,-0.366,1
SM_100605,Instagram,carousel,Sports,es,UK,2024-01-19 00:00:00,#tech #music,145860,6630,11121,65795,0.5728,-0.662,0
SM_100606,X,image,Entertainment,ur,Pakistan,2024-05-04 00:00:00,#funny #fyp #trending,10798515,399945,43941,85121,0.049,-0.632,1
SM_100607,X,carousel,Technology,en,US,2024-02-04 00:00:00,#tech #fyp #viral #music,4434360,295624,46976,17072,0.0811,-0.374,1
SM_100608,X,carousel,Lifestyle,es,Brazil,2024-11-30 00:00:00,#fyp #music #news,1040026,40001,11210,55662,0.1028,0.714,0
SM_100609,X,carousel,Lifestyle,fr,India,2024-05-02 00:00:00,#news #ai #funny,6592940,387820,15154,54401,0.0694,0.968,1
SM_100610,Instagram,video,Entertainment,es,Pakistan,2024-04-24 00:00:00,#viral #trending #music #fyp #funny,2520000,315000,49826,56482,0.1672,0.994,1
SM_100611,X,carousel,Lifestyle,en,Brazil,2024-02-22 00:00:00,#funny #viral #tech,1784133,198237,26175,8439,0.1305,0.12,0
SM_100612,TikTok,carousel,Lifestyle,en,UK,2024-05-07 00:00:00,#fyp #funny #news #trending,1440408,240068,26824,92052,0.2492,-0.58,0
SM_100613,X,carousel,Lifestyle,fr,UK,2024-06-12 00:00:00,#news #ai #funny #music #fyp,2858440,219880,32999,15037,0.0937,0.638,1
SM_100614,X,video,Technology,en,UK,2024-11-08 00:00:00,#news #funny #trending,1532240,95765,650,30931,0.0831,0.976,0
SM_100615,X,carousel,Sports,en,UK,2024-08-28 00:00:00,#news #music #trending,2842593,218661,46448,26476,0.1026,-0.284,1
SM_100616,TikTok,text,Entertainment,fr,UK,2024-03-10 00:00:00,#tech #trending #viral #news #funny,4936784,308549,46042,9347,0.0737,-0.33,1
SM_100617,X,image,Education,ur,Pakistan,2024-04-21 00:00:00,#news #fyp #tech #funny,6682284,238653,4084,36117,0.0417,-0.826,1
SM_100618,Instagram,image,Education,en,UK,2024-06-06 00:00:00,#trending #fyp #ai #viral #funny,8589408,357892,25561,59043,0.0515,0.811,1
SM_100619,TikTok,text,Lifestyle,ur,Brazil,2024-03-29 00:00:00,#news #trending,3047370,203158,13235,29010,0.0805,0.302,1
SM_100620,X,carousel,Politics,hi,Pakistan,2024-08-14 00:00:00,#fyp #funny #ai,7123599,339219,41860,81558,0.0649,0.683,1
SM_100621,TikTok,image,Technology,en,Pakistan,2024-07-11 00:00:00,#ai #news #tech #trending,2879618,411374,11106,40719,0.1609,-0.938,1
SM_100622,YouTube Shorts,video,Lifestyle,ur,US,2024-05-08 00:00:00,#funny #news,1110816,158688,22438,1090,0.164,0.373,0
SM_100623,YouTube Shorts,video,Technology,fr,Pakistan,2024-11-02 00:00:00,#tech #funny #news #trending #viral,3411187,262399,1963,76230,0.0998,0.311,1
SM_100624,X,image,Technology,en,US,2024-03-30 00:00:00,#tech #ai #news #viral,5034636,186468,21452,36599,0.0486,-0.846,1
SM_100625,Instagram,text,Technology,en,UK,2024-02-18 00:00:00,#ai #funny #fyp #music,3923538,206502,33214,87961,0.0835,-0.389,1
SM_100626,TikTok,carousel,Education,hi,Brazil,2024-03-14 00:00:00,#music #viral #tech,2575800,103032,6375,9529,0.0462,-0.183,1
SM_100627,YouTube Shorts,text,Education,ur,India,2024-12-11 00:00:00,#trending #tech #viral #music #funny,6423920,401495,48786,55268,0.0787,-0.534,1
SM_100628,Instagram,text,Sports,fr,Pakistan,2024-06-12 00:00:00,#trending #funny #news #tech,1679532,98796,44903,50940,0.1159,0.798,0
SM_100629,TikTok,carousel,Education,fr,Pakistan,2024-09-27 00:00:00,#viral #ai #fyp,1360530,50390,21130,72955,0.1062,-0.662,0
SM_100630,YouTube Shorts,video,Education,hi,US,2024-02-27 00:00:00,#viral #news #trending #music,4766130,476613,15228,72238,0.1184,-0.547,1
SM_100631,Instagram,video,Entertainment,ur,India,2024-08-17 00:00:00,#viral #tech #music #fyp,606312,86616,9036,15038,0.1826,-0.174,0
